,Fecha_Retiro,Ciclo_Estacion_Retiro,ct,index
7491,2021-08-15,464.0,5,7491
7490,2021-08-15,463.0,6,7490
7489,2021-08-15,462.0,9,7489
7488,2021-08-15,461.0,11,7488
7487,2021-08-15,460.0,17,7487
7486,2021-08-15,459.0,5,7486
7485,2021-08-15,458.0,4,7485
7484,2021-08-15,457.0,4,7484
7483,2021-08-15,456.0,6,7483
7482,2021-08-15,455.0,19,7482
7481,2021-08-15,454.0,5,7481
7480,2021-08-15,453.0,6,7480
7479,2021-08-15,452.0,5,7479
7478,2021-08-15,450.0,12,7478
7477,2021-08-15,449.0,26,7477
7476,2021-08-15,448.0,24,7476
7475,2021-08-15,447.0,20,7475
7474,2021-08-15,446.0,10,7474
7473,2021-08-15,445.0,10,7473
7472,2021-08-15,444.0,3,7472
7471,2021-08-15,443.0,2,7471
7470,2021-08-15,441.0,2,7470
7469,2021-08-15,439.0,11,7469
7468,2021-08-15,438.0,3,7468
7467,2021-08-15,436.0,8,7467
7466,2021-08-15,435.0,5,7466
7465,2021-08-15,434.0,8,7465
7464,2021-08-15,433.0,7,7464
7463,2021-08-15,432.0,14,7463
7462,2021-08-15,430.0,22,7462
7461,2021-08-15,429.0,2,7461
7460,2021-08-15,428.0,11,7460
7459,2021-08-15,427.0,5,7459
7458,2021-08-15,426.0,10,7458
7457,2021-08-15,425.0,13,7457
7456,2021-08-15,424.0,2,7456
7455,2021-08-15,423.0,2,7455
7454,2021-08-15,422.0,3,7454
7453,2021-08-15,421.0,4,7453
7452,2021-08-15,420.0,32,7452
7451,2021-08-15,418.0,1,7451
7450,2021-08-15,417.0,5,7450
7449,2021-08-15,416.0,7,7449
7448,2021-08-15,415.0,9,7448
7447,2021-08-15,414.0,5,7447
7446,2021-08-15,413.0,7,7446
7445,2021-08-15,412.0,6,7445
7444,2021-08-15,411.0,2,7444
7443,2021-08-15,410.0,1,7443
7442,2021-08-15,409.0,13,7442
7441,2021-08-15,408.0,17,7441
7440,2021-08-15,407.0,7,7440
7439,2021-08-15,406.0,6,7439
7438,2021-08-15,405.0,34,7438
7437,2021-08-15,404.0,20,7437
7436,2021-08-15,403.0,8,7436
7435,2021-08-15,402.0,12,7435
7434,2021-08-15,401.0,7,7434
7433,2021-08-15,400.0,12,7433
7432,2021-08-15,399.0,8,7432
7431,2021-08-15,398.0,23,7431
7430,2021-08-15,397.0,8,7430
7429,2021-08-15,396.0,15,7429
7428,2021-08-15,395.0,7,7428
7427,2021-08-15,394.0,11,7427
7426,2021-08-15,393.0,13,7426
7425,2021-08-15,392.0,12,7425
7424,2021-08-15,391.0,38,7424
7423,2021-08-15,390.0,44,7423
7422,2021-08-15,389.0,28,7422
7421,2021-08-15,388.0,5,7421
7420,2021-08-15,387.0,5,7420
7419,2021-08-15,386.0,15,7419
7418,2021-08-15,385.0,18,7418
7417,2021-08-15,384.0,27,7417
7416,2021-08-15,383.0,6,7416
7415,2021-08-15,382.0,6,7415
7414,2021-08-15,381.0,7,7414
7413,2021-08-15,380.0,3,7413
7412,2021-08-15,379.0,4,7412
7411,2021-08-15,377.0,8,7411
7410,2021-08-15,376.0,7,7410
7409,2021-08-15,375.0,21,7409
7408,2021-08-15,374.0,16,7408
7407,2021-08-15,373.0,2,7407
7406,2021-08-15,372.0,12,7406
7405,2021-08-15,371.0,9,7405
7404,2021-08-15,370.0,3,7404
7403,2021-08-15,369.0,21,7403
7402,2021-08-15,368.0,9,7402
7401,2021-08-15,367.0,3,7401
7400,2021-08-15,366.0,8,7400
7399,2021-08-15,365.0,14,7399
7398,2021-08-15,364.0,4,7398
7397,2021-08-15,363.0,14,7397
7396,2021-08-15,362.0,4,7396
7395,2021-08-15,361.0,3,7395
7394,2021-08-15,360.0,28,7394
7393,2021-08-15,359.0,10,7393
7392,2021-08-15,358.0,5,7392
7391,2021-08-15,357.0,5,7391
7390,2021-08-15,356.0,6,7390
7389,2021-08-15,355.0,5,7389
7388,2021-08-15,354.0,6,7388
7387,2021-08-15,353.0,5,7387
7386,2021-08-15,352.0,7,7386
7385,2021-08-15,351.0,20,7385
7384,2021-08-15,350.0,3,7384
7383,2021-08-15,349.0,4,7383
7382,2021-08-15,348.0,9,7382
7381,2021-08-15,347.0,5,7381
7380,2021-08-15,346.0,1,7380
7379,2021-08-15,345.0,3,7379
7378,2021-08-15,344.0,1,7378
7377,2021-08-15,343.0,12,7377
7376,2021-08-15,342.0,9,7376
7375,2021-08-15,341.0,20,7375
7374,2021-08-15,340.0,18,7374
7373,2021-08-15,339.0,6,7373
7372,2021-08-15,338.0,2,7372
7371,2021-08-15,337.0,5,7371
7370,2021-08-15,336.0,9,7370
7369,2021-08-15,335.0,4,7369
7368,2021-08-15,334.0,12,7368
7367,2021-08-15,333.0,5,7367
7366,2021-08-15,332.0,1,7366
7365,2021-08-15,331.0,27,7365
7364,2021-08-15,330.0,1,7364
7363,2021-08-15,329.0,4,7363
7362,2021-08-15,328.0,4,7362
7361,2021-08-15,327.0,30,7361
7360,2021-08-15,326.0,19,7360
7359,2021-08-15,325.0,6,7359
7358,2021-08-15,324.0,7,7358
7357,2021-08-15,323.0,11,7357
7356,2021-08-15,322.0,5,7356
7355,2021-08-15,321.0,30,7355
7354,2021-08-15,320.0,14,7354
7353,2021-08-15,319.0,6,7353
7352,2021-08-15,318.0,9,7352
7351,2021-08-15,317.0,19,7351
7350,2021-08-15,316.0,5,7350
7349,2021-08-15,314.0,14,7349
7348,2021-08-15,313.0,3,7348
7347,2021-08-15,312.0,17,7347
7346,2021-08-15,311.0,5,7346
7345,2021-08-15,310.0,27,7345
7344,2021-08-15,309.0,4,7344
7343,2021-08-15,308.0,12,7343
7342,2021-08-15,307.0,4,7342
7341,2021-08-15,306.0,6,7341
7340,2021-08-15,305.0,22,7340
7339,2021-08-15,304.0,10,7339
7338,2021-08-15,303.0,15,7338
7337,2021-08-15,302.0,17,7337
7336,2021-08-15,301.0,13,7336
7335,2021-08-15,300.0,24,7335
7334,2021-08-15,299.0,16,7334
7333,2021-08-15,298.0,16,7333
7332,2021-08-15,297.0,13,7332
7331,2021-08-15,296.0,19,7331
7330,2021-08-15,295.0,38,7330
7329,2021-08-15,294.0,6,7329
7328,2021-08-15,293.0,23,7328
7327,2021-08-15,292.0,20,7327
7326,2021-08-15,291.0,18,7326
7325,2021-08-15,290.0,20,7325
7324,2021-08-15,288.0,18,7324
7323,2021-08-15,287.0,10,7323
7322,2021-08-15,286.0,26,7322
7321,2021-08-15,285.0,7,7321
7320,2021-08-15,284.0,8,7320
7319,2021-08-15,283.0,8,7319
7318,2021-08-15,282.0,20,7318
7317,2021-08-15,281.0,18,7317
7316,2021-08-15,280.0,12,7316
7315,2021-08-15,279.0,8,7315
7314,2021-08-15,278.0,15,7314
7313,2021-08-15,277.0,23,7313
7312,2021-08-15,276.0,51,7312
7311,2021-08-15,275.0,4,7311
7310,2021-08-15,274.0,21,7310
7309,2021-08-15,272.0,17,7309
7308,2021-08-15,271.0,57,7308
7307,2021-08-15,270.0,56,7307
7306,2021-08-15,269.0,2,7306
7305,2021-08-15,268.0,4,7305
7304,2021-08-15,266.0,26,7304
7303,2021-08-15,265.0,8,7303
7302,2021-08-15,264.0,2,7302
7301,2021-08-15,263.0,15,7301
7300,2021-08-15,262.0,5,7300
7299,2021-08-15,261.0,32,7299
7298,2021-08-15,260.0,47,7298
7297,2021-08-15,259.0,7,7297
7296,2021-08-15,258.0,12,7296
7295,2021-08-15,257.0,16,7295
7294,2021-08-15,256.0,34,7294
7293,2021-08-15,255.0,14,7293
7292,2021-08-15,254.0,18,7292
7291,2021-08-15,253.0,6,7291
7290,2021-08-15,252.0,7,7290
7289,2021-08-15,251.0,15,7289
7288,2021-08-15,250.0,7,7288
7287,2021-08-15,249.0,7,7287
7286,2021-08-15,248.0,5,7286
7285,2021-08-15,246.0,9,7285
7284,2021-08-15,244.0,10,7284
7283,2021-08-15,243.0,4,7283
7282,2021-08-15,242.0,41,7282
7281,2021-08-15,241.0,10,7281
7280,2021-08-15,240.0,19,7280
7279,2021-08-15,239.0,8,7279
7278,2021-08-15,238.0,19,7278
7277,2021-08-15,237.0,28,7277
7276,2021-08-15,236.0,5,7276
7275,2021-08-15,235.0,5,7275
7274,2021-08-15,234.0,12,7274
7273,2021-08-15,233.0,60,7273
7272,2021-08-15,232.0,13,7272
7271,2021-08-15,231.0,8,7271
7270,2021-08-15,230.0,27,7270
7269,2021-08-15,229.0,2,7269
7268,2021-08-15,228.0,7,7268
7267,2021-08-15,227.0,2,7267
7266,2021-08-15,226.0,5,7266
7265,2021-08-15,225.0,15,7265
7264,2021-08-15,224.0,3,7264
7263,2021-08-15,223.0,18,7263
7262,2021-08-15,222.0,33,7262
7261,2021-08-15,221.0,4,7261
7260,2021-08-15,220.0,3,7260
7259,2021-08-15,219.0,6,7259
7258,2021-08-15,218.0,7,7258
7257,2021-08-15,217.0,19,7257
7256,2021-08-15,216.0,16,7256
7255,2021-08-15,215.0,4,7255
7254,2021-08-15,214.0,6,7254
7253,2021-08-15,213.0,3,7253
7252,2021-08-15,212.0,7,7252
7251,2021-08-15,211.0,27,7251
7250,2021-08-15,210.0,5,7250
7249,2021-08-15,209.0,13,7249
7248,2021-08-15,207.0,7,7248
7247,2021-08-15,206.0,22,7247
7246,2021-08-15,205.0,10,7246
7245,2021-08-15,204.0,11,7245
7244,2021-08-15,203.0,10,7244
7243,2021-08-15,202.0,10,7243
7242,2021-08-15,201.0,4,7242
7241,2021-08-15,200.0,9,7241
7240,2021-08-15,199.0,2,7240
7239,2021-08-15,198.0,11,7239
7238,2021-08-15,197.0,46,7238
7237,2021-08-15,196.0,8,7237
7236,2021-08-15,195.0,81,7236
7235,2021-08-15,194.0,91,7235
7234,2021-08-15,193.0,45,7234
7233,2021-08-15,192.0,20,7233
7232,2021-08-15,191.0,12,7232
7231,2021-08-15,190.0,13,7231
7230,2021-08-15,189.0,2,7230
7229,2021-08-15,188.0,14,7229
7228,2021-08-15,187.0,17,7228
7227,2021-08-15,186.0,24,7227
7226,2021-08-15,185.0,20,7226
7225,2021-08-15,184.0,7,7225
7224,2021-08-15,183.0,26,7224
7223,2021-08-15,182.0,55,7223
7222,2021-08-15,181.0,22,7222
7221,2021-08-15,180.0,35,7221
7220,2021-08-15,179.0,12,7220
7219,2021-08-15,178.0,15,7219
7218,2021-08-15,177.0,14,7218
7217,2021-08-15,176.0,2,7217
7216,2021-08-15,175.0,12,7216
7215,2021-08-15,174.0,38,7215
7214,2021-08-15,173.0,22,7214
7213,2021-08-15,172.0,22,7213
7212,2021-08-15,171.0,13,7212
7211,2021-08-15,170.0,21,7211
7210,2021-08-15,169.0,15,7210
7209,2021-08-15,168.0,11,7209
7208,2021-08-15,167.0,14,7208
7207,2021-08-15,166.0,9,7207
7206,2021-08-15,165.0,32,7206
7205,2021-08-15,164.0,35,7205
7204,2021-08-15,163.0,28,7204
7203,2021-08-15,162.0,18,7203
7202,2021-08-15,161.0,19,7202
7201,2021-08-15,160.0,21,7201
7200,2021-08-15,159.0,35,7200
7199,2021-08-15,158.0,6,7199
7198,2021-08-15,157.0,12,7198
7197,2021-08-15,156.0,15,7197
7196,2021-08-15,155.0,22,7196
7195,2021-08-15,154.0,22,7195
7194,2021-08-15,153.0,13,7194
7193,2021-08-15,152.0,15,7193
7192,2021-08-15,151.0,18,7192
7191,2021-08-15,150.0,28,7191
7190,2021-08-15,149.0,23,7190
7189,2021-08-15,148.0,9,7189
7188,2021-08-15,147.0,37,7188
7187,2021-08-15,146.0,27,7187
7186,2021-08-15,145.0,34,7186
7185,2021-08-15,144.0,14,7185
7184,2021-08-15,143.0,19,7184
7183,2021-08-15,142.0,23,7183
7182,2021-08-15,141.0,26,7182
7181,2021-08-15,140.0,22,7181
7180,2021-08-15,139.0,30,7180
7179,2021-08-15,138.0,27,7179
7178,2021-08-15,137.0,20,7178
7177,2021-08-15,136.0,46,7177
7176,2021-08-15,135.0,35,7176
7175,2021-08-15,134.0,47,7175
7174,2021-08-15,133.0,30,7174
7173,2021-08-15,132.0,10,7173
7172,2021-08-15,131.0,27,7172
7171,2021-08-15,130.0,19,7171
7170,2021-08-15,129.0,25,7170
7169,2021-08-15,128.0,25,7169
7168,2021-08-15,127.0,12,7168
7167,2021-08-15,126.0,22,7167
7166,2021-08-15,125.0,36,7166
7165,2021-08-15,124.0,22,7165
7164,2021-08-15,123.0,24,7164
7163,2021-08-15,122.0,6,7163
7162,2021-08-15,121.0,21,7162
7161,2021-08-15,120.0,20,7161
7160,2021-08-15,119.0,33,7160
7159,2021-08-15,118.0,20,7159
7158,2021-08-15,117.0,32,7158
7157,2021-08-15,116.0,42,7157
7156,2021-08-15,115.0,39,7156
7155,2021-08-15,114.0,14,7155
7154,2021-08-15,113.0,15,7154
7153,2021-08-15,112.0,13,7153
7152,2021-08-15,111.0,24,7152
7151,2021-08-15,110.0,8,7151
7150,2021-08-15,109.0,7,7150
7149,2021-08-15,108.0,10,7149
7148,2021-08-15,107.0,17,7148
7147,2021-08-15,106.0,24,7147
7146,2021-08-15,105.0,6,7146
7145,2021-08-15,104.0,12,7145
7144,2021-08-15,103.0,39,7144
7143,2021-08-15,102.0,10,7143
7142,2021-08-15,100.0,19,7142
7141,2021-08-15,99.0,18,7141
7140,2021-08-15,98.0,20,7140
7139,2021-08-15,97.0,8,7139
7138,2021-08-15,96.0,19,7138
7137,2021-08-15,95.0,19,7137
7136,2021-08-15,94.0,3,7136
7135,2021-08-15,93.0,14,7135
7134,2021-08-15,92.0,12,7134
7133,2021-08-15,91.0,8,7133
7132,2021-08-15,90.0,10,7132
7131,2021-08-15,89.0,24,7131
7130,2021-08-15,87.0,39,7130
7129,2021-08-15,86.0,29,7129
7128,2021-08-15,85.0,23,7128
7127,2021-08-15,84.0,31,7127
7126,2021-08-15,83.0,21,7126
7125,2021-08-15,82.0,21,7125
7124,2021-08-15,81.0,20,7124
7123,2021-08-15,80.0,37,7123
7122,2021-08-15,79.0,18,7122
7121,2021-08-15,78.0,13,7121
7120,2021-08-15,77.0,22,7120
7119,2021-08-15,76.0,14,7119
7118,2021-08-15,75.0,28,7118
7117,2021-08-15,74.0,28,7117
7116,2021-08-15,73.0,27,7116
7115,2021-08-15,72.0,32,7115
7114,2021-08-15,71.0,22,7114
7113,2021-08-15,70.0,73,7113
7112,2021-08-15,69.0,44,7112
7111,2021-08-15,68.0,27,7111
7110,2021-08-15,67.0,44,7110
7109,2021-08-15,66.0,33,7109
7108,2021-08-15,65.0,20,7108
7107,2021-08-15,64.0,49,7107
7106,2021-08-15,63.0,40,7106
7105,2021-08-15,62.0,16,7105
7104,2021-08-15,61.0,38,7104
7103,2021-08-15,60.0,48,7103
7102,2021-08-15,59.0,34,7102
7101,2021-08-15,58.0,19,7101
7100,2021-08-15,57.0,7,7100
7099,2021-08-15,56.0,38,7099
7098,2021-08-15,55.0,32,7098
7097,2021-08-15,54.0,46,7097
7096,2021-08-15,53.0,46,7096
7095,2021-08-15,52.0,37,7095
7094,2021-08-15,51.0,29,7094
7093,2021-08-15,50.0,7,7093
7092,2021-08-15,49.0,29,7092
7091,2021-08-15,48.0,28,7091
7090,2021-08-15,47.0,70,7090
7089,2021-08-15,46.0,39,7089
7088,2021-08-15,45.0,51,7088
7087,2021-08-15,44.0,31,7087
7086,2021-08-15,43.0,100,7086
7085,2021-08-15,42.0,21,7085
7084,2021-08-15,41.0,149,7084
7083,2021-08-15,40.0,22,7083
7082,2021-08-15,39.0,7,7082
7081,2021-08-15,38.0,14,7081
7080,2021-08-15,37.0,38,7080
7079,2021-08-15,36.0,42,7079
7078,2021-08-15,35.0,32,7078
7077,2021-08-15,34.0,18,7077
7076,2021-08-15,33.0,34,7076
7075,2021-08-15,32.0,35,7075
7074,2021-08-15,31.0,37,7074
7073,2021-08-15,30.0,44,7073
7072,2021-08-15,29.0,49,7072
7071,2021-08-15,28.0,13,7071
7070,2021-08-15,27.0,152,7070
7069,2021-08-15,26.0,25,7069
7068,2021-08-15,25.0,64,7068
7067,2021-08-15,24.0,45,7067
7066,2021-08-15,23.0,42,7066
7065,2021-08-15,22.0,45,7065
7064,2021-08-15,21.0,32,7064
7063,2021-08-15,20.0,42,7063
7062,2021-08-15,19.0,42,7062
7061,2021-08-15,18.0,62,7061
7060,2021-08-15,17.0,54,7060
7059,2021-08-15,16.0,58,7059
7058,2021-08-15,15.0,29,7058
7057,2021-08-15,14.0,58,7057
7056,2021-08-15,13.0,34,7056
7055,2021-08-15,12.0,28,7055
7054,2021-08-15,11.0,14,7054
7053,2021-08-15,10.0,48,7053
7052,2021-08-15,9.0,16,7052
7051,2021-08-15,8.0,19,7051
7050,2021-08-15,7.0,17,7050
7049,2021-08-15,6.0,25,7049
7048,2021-08-15,5.0,10,7048
7047,2021-08-15,4.0,18,7047
7046,2021-08-15,3.0,33,7046
7045,2021-08-15,2.0,28,7045
7044,2021-08-15,1.0,53,7044
7043,2021-08-14,480.0,13,7043
7042,2021-08-14,479.0,5,7042
7041,2021-08-14,478.0,9,7041
7040,2021-08-14,477.0,13,7040
7039,2021-08-14,476.0,28,7039
7038,2021-08-14,475.0,13,7038
7037,2021-08-14,474.0,16,7037
7036,2021-08-14,473.0,7,7036
7035,2021-08-14,472.0,1,7035
7034,2021-08-14,471.0,8,7034
7033,2021-08-14,470.0,6,7033
7032,2021-08-14,469.0,2,7032
7031,2021-08-14,468.0,11,7031
7030,2021-08-14,467.0,12,7030
7029,2021-08-14,466.0,7,7029
7028,2021-08-14,465.0,8,7028
7027,2021-08-14,464.0,6,7027
7026,2021-08-14,463.0,10,7026
7025,2021-08-14,462.0,9,7025
7024,2021-08-14,461.0,11,7024
7023,2021-08-14,460.0,12,7023
7022,2021-08-14,459.0,1,7022
7021,2021-08-14,458.0,2,7021
7020,2021-08-14,457.0,3,7020
7019,2021-08-14,456.0,4,7019
7018,2021-08-14,455.0,16,7018
7017,2021-08-14,454.0,1,7017
7016,2021-08-14,453.0,8,7016
7015,2021-08-14,452.0,5,7015
7014,2021-08-14,450.0,19,7014
7013,2021-08-14,449.0,13,7013
7012,2021-08-14,448.0,18,7012
7011,2021-08-14,447.0,17,7011
7010,2021-08-14,446.0,7,7010
7009,2021-08-14,445.0,2,7009
7008,2021-08-14,444.0,7,7008
7007,2021-08-14,443.0,5,7007
7006,2021-08-14,442.0,9,7006
7005,2021-08-14,441.0,2,7005
7004,2021-08-14,439.0,17,7004
7003,2021-08-14,438.0,7,7003
7002,2021-08-14,437.0,6,7002
7001,2021-08-14,436.0,5,7001
7000,2021-08-14,435.0,3,7000
6999,2021-08-14,434.0,2,6999
6998,2021-08-14,433.0,12,6998
6997,2021-08-14,432.0,5,6997
6996,2021-08-14,430.0,4,6996
6995,2021-08-14,429.0,3,6995
6994,2021-08-14,428.0,11,6994
6993,2021-08-14,427.0,17,6993
6992,2021-08-14,426.0,11,6992
6991,2021-08-14,425.0,8,6991
6990,2021-08-14,424.0,8,6990
6989,2021-08-14,423.0,4,6989
6988,2021-08-14,422.0,7,6988
6987,2021-08-14,421.0,6,6987
6986,2021-08-14,420.0,34,6986
6985,2021-08-14,418.0,4,6985
6984,2021-08-14,417.0,4,6984
6983,2021-08-14,416.0,11,6983
6982,2021-08-14,415.0,5,6982
6981,2021-08-14,414.0,9,6981
6980,2021-08-14,413.0,6,6980
6979,2021-08-14,412.0,10,6979
6978,2021-08-14,411.0,3,6978
6977,2021-08-14,410.0,3,6977
6976,2021-08-14,409.0,11,6976
6975,2021-08-14,408.0,5,6975
6974,2021-08-14,407.0,7,6974
6973,2021-08-14,406.0,5,6973
6972,2021-08-14,405.0,21,6972
6971,2021-08-14,404.0,21,6971
6970,2021-08-14,402.0,17,6970
6969,2021-08-14,401.0,7,6969
6968,2021-08-14,400.0,10,6968
6967,2021-08-14,399.0,14,6967
6966,2021-08-14,398.0,28,6966
6965,2021-08-14,397.0,4,6965
6964,2021-08-14,396.0,11,6964
6963,2021-08-14,395.0,6,6963
6962,2021-08-14,394.0,12,6962
6961,2021-08-14,393.0,12,6961
6960,2021-08-14,392.0,8,6960
6959,2021-08-14,391.0,18,6959
6958,2021-08-14,390.0,34,6958
6957,2021-08-14,389.0,18,6957
6956,2021-08-14,388.0,2,6956
6955,2021-08-14,387.0,7,6955
6954,2021-08-14,386.0,19,6954
6953,2021-08-14,385.0,17,6953
6952,2021-08-14,384.0,22,6952
6951,2021-08-14,383.0,5,6951
6950,2021-08-14,382.0,6,6950
6949,2021-08-14,381.0,9,6949
6948,2021-08-14,380.0,4,6948
6947,2021-08-14,379.0,7,6947
6946,2021-08-14,378.0,4,6946
6945,2021-08-14,377.0,9,6945
6944,2021-08-14,376.0,8,6944
6943,2021-08-14,375.0,8,6943
6942,2021-08-14,374.0,11,6942
6941,2021-08-14,373.0,7,6941
6940,2021-08-14,372.0,13,6940
6939,2021-08-14,371.0,6,6939
6938,2021-08-14,370.0,4,6938
6937,2021-08-14,369.0,13,6937
6936,2021-08-14,368.0,4,6936
6935,2021-08-14,367.0,4,6935
6934,2021-08-14,366.0,15,6934
6933,2021-08-14,365.0,11,6933
6932,2021-08-14,364.0,5,6932
6931,2021-08-14,363.0,4,6931
6930,2021-08-14,361.0,1,6930
6929,2021-08-14,360.0,13,6929
6928,2021-08-14,359.0,24,6928
6927,2021-08-14,358.0,4,6927
6926,2021-08-14,357.0,14,6926
6925,2021-08-14,356.0,7,6925
6924,2021-08-14,355.0,4,6924
6923,2021-08-14,354.0,6,6923
6922,2021-08-14,353.0,8,6922
6921,2021-08-14,352.0,4,6921
6920,2021-08-14,351.0,15,6920
6919,2021-08-14,350.0,7,6919
6918,2021-08-14,349.0,1,6918
6917,2021-08-14,348.0,11,6917
6916,2021-08-14,347.0,18,6916
6915,2021-08-14,346.0,1,6915
6914,2021-08-14,345.0,6,6914
6913,2021-08-14,344.0,6,6913
6912,2021-08-14,343.0,1,6912
6911,2021-08-14,342.0,10,6911
6910,2021-08-14,341.0,10,6910
6909,2021-08-14,340.0,9,6909
6908,2021-08-14,339.0,4,6908
6907,2021-08-14,338.0,9,6907
6906,2021-08-14,337.0,5,6906
6905,2021-08-14,336.0,9,6905
6904,2021-08-14,335.0,4,6904
6903,2021-08-14,334.0,24,6903
6902,2021-08-14,333.0,5,6902
6901,2021-08-14,332.0,4,6901
6900,2021-08-14,331.0,16,6900
6899,2021-08-14,330.0,6,6899
6898,2021-08-14,329.0,11,6898
6897,2021-08-14,328.0,8,6897
6896,2021-08-14,327.0,19,6896
6895,2021-08-14,326.0,22,6895
6894,2021-08-14,325.0,20,6894
6893,2021-08-14,324.0,5,6893
6892,2021-08-14,323.0,6,6892
6891,2021-08-14,322.0,4,6891
6890,2021-08-14,321.0,38,6890
6889,2021-08-14,320.0,13,6889
6888,2021-08-14,319.0,7,6888
6887,2021-08-14,318.0,10,6887
6886,2021-08-14,317.0,24,6886
6885,2021-08-14,316.0,18,6885
6884,2021-08-14,314.0,6,6884
6883,2021-08-14,313.0,14,6883
6882,2021-08-14,312.0,18,6882
6881,2021-08-14,311.0,3,6881
6880,2021-08-14,310.0,19,6880
6879,2021-08-14,309.0,19,6879
6878,2021-08-14,308.0,15,6878
6877,2021-08-14,307.0,3,6877
6876,2021-08-14,306.0,20,6876
6875,2021-08-14,305.0,28,6875
6874,2021-08-14,304.0,20,6874
6873,2021-08-14,303.0,17,6873
6872,2021-08-14,302.0,19,6872
6871,2021-08-14,301.0,24,6871
6870,2021-08-14,300.0,18,6870
6869,2021-08-14,299.0,11,6869
6868,2021-08-14,298.0,13,6868
6867,2021-08-14,297.0,28,6867
6866,2021-08-14,296.0,24,6866
6865,2021-08-14,295.0,46,6865
6864,2021-08-14,294.0,5,6864
6863,2021-08-14,293.0,12,6863
6862,2021-08-14,292.0,14,6862
6861,2021-08-14,291.0,20,6861
6860,2021-08-14,290.0,16,6860
6859,2021-08-14,289.0,6,6859
6858,2021-08-14,288.0,15,6858
6857,2021-08-14,287.0,21,6857
6856,2021-08-14,286.0,18,6856
6855,2021-08-14,285.0,16,6855
6854,2021-08-14,284.0,15,6854
6853,2021-08-14,283.0,7,6853
6852,2021-08-14,282.0,10,6852
6851,2021-08-14,281.0,20,6851
6850,2021-08-14,280.0,18,6850
6849,2021-08-14,279.0,7,6849
6848,2021-08-14,278.0,12,6848
6847,2021-08-14,277.0,10,6847
6846,2021-08-14,276.0,67,6846
6845,2021-08-14,275.0,5,6845
6844,2021-08-14,274.0,26,6844
6843,2021-08-14,273.0,3,6843
6842,2021-08-14,272.0,32,6842
6841,2021-08-14,271.0,78,6841
6840,2021-08-14,270.0,42,6840
6839,2021-08-14,269.0,4,6839
6838,2021-08-14,268.0,5,6838
6837,2021-08-14,267.0,4,6837
6836,2021-08-14,266.0,32,6836
6835,2021-08-14,265.0,16,6835
6834,2021-08-14,264.0,10,6834
6833,2021-08-14,263.0,13,6833
6832,2021-08-14,262.0,13,6832
6831,2021-08-14,261.0,5,6831
6830,2021-08-14,260.0,25,6830
6829,2021-08-14,259.0,18,6829
6828,2021-08-14,258.0,19,6828
6827,2021-08-14,257.0,17,6827
6826,2021-08-14,256.0,31,6826
6825,2021-08-14,255.0,26,6825
6824,2021-08-14,254.0,35,6824
6823,2021-08-14,253.0,15,6823
6822,2021-08-14,252.0,4,6822
6821,2021-08-14,251.0,13,6821
6820,2021-08-14,250.0,9,6820
6819,2021-08-14,249.0,15,6819
6818,2021-08-14,248.0,9,6818
6817,2021-08-14,247.0,7,6817
6816,2021-08-14,246.0,8,6816
6815,2021-08-14,245.0,4,6815
6814,2021-08-14,244.0,3,6814
6813,2021-08-14,243.0,6,6813
6812,2021-08-14,242.0,24,6812
6811,2021-08-14,241.0,5,6811
6810,2021-08-14,240.0,8,6810
6809,2021-08-14,239.0,3,6809
6808,2021-08-14,238.0,13,6808
6807,2021-08-14,237.0,11,6807
6806,2021-08-14,236.0,6,6806
6805,2021-08-14,235.0,2,6805
6804,2021-08-14,234.0,14,6804
6803,2021-08-14,233.0,17,6803
6802,2021-08-14,232.0,12,6802
6801,2021-08-14,231.0,4,6801
6800,2021-08-14,230.0,8,6800
6799,2021-08-14,229.0,4,6799
6798,2021-08-14,228.0,4,6798
6797,2021-08-14,226.0,8,6797
6796,2021-08-14,225.0,11,6796
6795,2021-08-14,224.0,10,6795
6794,2021-08-14,223.0,21,6794
6793,2021-08-14,222.0,14,6793
6792,2021-08-14,221.0,2,6792
6791,2021-08-14,220.0,3,6791
6790,2021-08-14,219.0,6,6790
6789,2021-08-14,218.0,5,6789
6788,2021-08-14,217.0,29,6788
6787,2021-08-14,216.0,11,6787
6786,2021-08-14,215.0,7,6786
6785,2021-08-14,214.0,9,6785
6784,2021-08-14,213.0,1,6784
6783,2021-08-14,212.0,6,6783
6782,2021-08-14,211.0,42,6782
6781,2021-08-14,210.0,6,6781
6780,2021-08-14,209.0,5,6780
6779,2021-08-14,207.0,9,6779
6778,2021-08-14,206.0,26,6778
6777,2021-08-14,205.0,11,6777
6776,2021-08-14,204.0,11,6776
6775,2021-08-14,203.0,5,6775
6774,2021-08-14,202.0,3,6774
6773,2021-08-14,201.0,4,6773
6772,2021-08-14,200.0,12,6772
6771,2021-08-14,199.0,1,6771
6770,2021-08-14,198.0,5,6770
6769,2021-08-14,197.0,25,6769
6768,2021-08-14,196.0,10,6768
6767,2021-08-14,195.0,33,6767
6766,2021-08-14,194.0,44,6766
6765,2021-08-14,193.0,14,6765
6764,2021-08-14,192.0,13,6764
6763,2021-08-14,191.0,10,6763
6762,2021-08-14,190.0,9,6762
6761,2021-08-14,189.0,9,6761
6760,2021-08-14,188.0,8,6760
6759,2021-08-14,187.0,15,6759
6758,2021-08-14,186.0,12,6758
6757,2021-08-14,185.0,20,6757
